Feature1;Feature2;Feature3;Feature4;Feature5;Feature6;Feature7;Clase Real;Clase Predicha;Resultado Inferencia;bool;bool_auto
9,89;0,68;1,89;-0,34;-0,07;-0,17;28,76;Mov04;Mov04;1;VERDADERO;True
9,81;0,73;2;-0,33;-0,04;-0,14;28,75;Mov04;Mov04;1;VERDADERO;True
9,82;0,69;2,02;-0,32;-0,05;-0,13;28,76;Mov04;Mov04;1;VERDADERO;True
9,77;0,72;2,01;-0,32;-0,05;-0,13;28,77;Mov04;Mov04;1;VERDADERO;True
9,78;0,81;2,02;-0,36;-0,06;-0,18;28,77;Mov04;Mov04;1;VERDADERO;True
9,84;0,83;2,01;-0,37;-0,06;-0,18;28,78;Mov04;Mov04;1;VERDADERO;True
9,91;0,85;2;-0,37;-0,06;-0,19;28,79;Mov04;Mov04;1;VERDADERO;True
10,01;0,95;2,04;-0,37;-0,04;-0,16;28,77;Mov04;Mov04;1;VERDADERO;True
10,01;0,96;2,06;-0,36;-0,05;-0,16;28,78;Mov04;Mov04;1;VERDADERO;True
10,03;0,96;2,03;-0,35;-0,05;-0,15;28,78;Mov04;Mov04;1;VERDADERO;True
10,03;0,95;1,97;-0,33;-0,04;-0,11;28,79;Mov04;Mov04;1;VERDADERO;True
10,03;0,94;1,99;-0,32;-0,03;-0,1;28,79;Mov04;Mov04;1;VERDADERO;True
10;0,95;2;-0,32;-0,02;-0,1;28,77;Mov04;Mov04;1;VERDADERO;True
9,9;0,88;2,2;-0,3;0,03;-0,13;28,76;Mov04;Mov04;1;VERDADERO;True
9,91;0,91;2,23;-0,29;0,03;-0,13;28,75;Mov04;Mov04;1;VERDADERO;True
9,9;0,92;2,25;-0,29;0,03;-0,14;28,76;Mov04;Mov04;1;VERDADERO;True
9,95;0,95;2,41;-0,27;-0,03;-0,14;28,77;Mov04;Mov04;1;VERDADERO;True
9,97;0,96;2,41;-0,26;-0,05;-0,14;28,76;Mov04;Mov04;1;VERDADERO;True
9,97;0,98;2,33;-0,26;-0,07;-0,14;28,74;Mov04;Mov04;1;VERDADERO;True
10;1,18;2,16;-0,31;-0,07;-0,16;28,76;Mov04;Mov04;1;VERDADERO;True
10;1,19;2,16;-0,32;-0,06;-0,16;28,76;Mov04;Mov04;1;VERDADERO;True
9,98;1,19;2,12;-0,33;-0,06;-0,16;28,77;Mov04;Mov04;1;VERDADERO;True
9,85;1,11;1,97;-0,32;-0,08;-0,08;28,77;Mov04;Mov04;1;VERDADERO;True
9,87;1,12;1,95;-0,32;-0,08;-0,07;28,76;Mov04;Mov04;1;VERDADERO;True
9,89;1,1;1,97;-0,33;-0,07;-0,06;28,76;Mov04;Mov04;1;VERDADERO;True
9,86;1,01;1,98;-0,34;-0,05;-0,07;28,76;Mov04;Mov04;1;VERDADERO;True
9,85;0,97;2;-0,33;-0,05;-0,07;28,75;Mov04;Mov04;1;VERDADERO;True
9,83;0,93;1,99;-0,32;-0,04;-0,07;28,75;Mov04;Mov04;1;VERDADERO;True
9,79;0,69;1,98;-0,25;-0,04;-0,03;28,77;Mov04;Mov04;1;VERDADERO;True
9,83;0,67;1,99;-0,25;-0,02;-0,03;28,77;Mov04;Mov04;1;VERDADERO;True
9,86;0,68;1,98;-0,24;-0,02;-0,04;28,77;Mov04;Mov04;1;VERDADERO;True
9,97;0,77;2,04;-0,24;0,02;-0,08;28,76;Mov04;Mov04;1;VERDADERO;True
10,01;0,74;2,09;-0,25;0,04;-0,09;28,77;Mov04;Mov04;1;VERDADERO;True
10,02;0,75;2,08;-0,25;0,05;-0,1;28,76;Mov04;Mov04;1;VERDADERO;True
9,91;0,73;2,16;-0,25;0,07;-0,08;28,75;Mov04;Mov04;1;VERDADERO;True
9,89;0,71;2,19;-0,25;0,06;-0,08;28,77;Mov04;Mov04;1;VERDADERO;True
9,88;0,68;2,19;-0,25;0,06;-0,08;28,76;Mov04;Mov04;1;VERDADERO;True
9,86;0,69;2,25;-0,26;-0,02;-0,11;28,77;Mov04;Mov04;1;VERDADERO;True
9,87;0,69;2,21;-0,26;-0,03;-0,11;28,78;Mov04;Mov04;1;VERDADERO;True
9,87;0,69;2,17;-0,27;-0,03;-0,11;28,78;Mov04;Mov04;1;VERDADERO;True
9,89;0,65;2,15;-0,31;-0,01;-0,12;28,77;Mov04;Mov04;1;VERDADERO;True
9,88;0,65;2,14;-0,32;-0,01;-0,12;28,76;Mov04;Mov04;1;VERDADERO;True
9,84;0,65;2,1;-0,32;-0,01;-0,12;28,75;Mov04;Mov04;1;VERDADERO;True
9,82;0,77;1,91;-0,27;-0,08;-0,16;28,77;Mov04;Mov04;1;VERDADERO;True
9,87;0,8;1,87;-0,26;-0,09;-0,16;28,77;Mov04;Mov04;1;VERDADERO;True
9,93;0,83;1,85;-0,25;-0,09;-0,16;28,78;Mov04;Mov04;1;VERDADERO;True
9,95;0,93;1,72;-0,24;-0,06;-0,14;28,79;Mov04;Mov04;1;VERDADERO;True
9,92;0,97;1,67;-0,25;-0,04;-0,14;28,78;Mov04;Mov04;0,9162;VERDADERO;True
9,85;0,99;1,67;-0,26;-0,02;-0,14;28,77;Mov04;Mov04;0,9162;VERDADERO;True
9,77;1,01;1,83;-0,31;-0,07;-0,09;28,76;Mov04;Mov04;0,9162;VERDADERO;True
9,79;1;1,81;-0,31;-0,08;-0,08;28,77;Mov04;Mov04;0,9161;VERDADERO;True
9,79;0,97;1,78;-0,31;-0,08;-0,08;28,77;Mov04;Mov04;0,9161;VERDADERO;True
9,82;0,96;1,63;-0,34;-0,02;-0,11;28,77;Mov04;Mov04;0,9161;VERDADERO;True
9,84;0,94;1,63;-0,33;-0,01;-0,11;28,78;Mov04;Mov04;0,9161;VERDADERO;True
9,87;0,9;1,6;-0,32;0,01;-0,1;28,77;Mov04;Mov04;0,9161;VERDADERO;True
9,94;0,85;1,57;-0,25;0,04;-0,07;28,78;Mov04;Mov04;0,916;VERDADERO;True
9,96;0,83;1,63;-0,22;0,05;-0,05;28,76;Mov04;Mov00;0,4449;FALSO;False
9,96;0,85;1,73;-0,19;0,06;-0,03;28,77;Mov04;Mov00;0,4798;FALSO;False
10,04;0,89;2,05;-0,12;0,05;-0,07;28,77;Mov04;Mov00;0,1588;FALSO;False
10,06;0,91;2,06;-0,12;0,04;-0,08;28,79;Mov04;Mov00;0,4706;FALSO;False
10,08;0,96;2,12;-0,12;0,03;-0,08;28,77;Mov04;Mov00;0,2968;FALSO;False
10,18;1,1;2,22;-0,11;-0,01;-0,07;28,76;Mov04;Mov04;0,8737;VERDADERO;True
10,2;1,14;2,22;-0,11;-0,02;-0,06;28,75;Mov04;Mov04;0,916;VERDADERO;True
10,21;1,16;2,19;-0,12;-0,03;-0,06;28,76;Mov04;Mov04;0,916;VERDADERO;True
10,14;1,1;2,14;-0,29;0,03;-0,07;28,77;Mov04;Mov04;0,916;VERDADERO;True
10,1;1,07;2,09;-0,31;0,04;-0,06;28,77;Mov04;Mov04;0,916;VERDADERO;True
10,07;1,04;2,08;-0,32;0,04;-0,06;28,76;Mov04;Mov04;0,9159;VERDADERO;True
9,92;0,91;1,96;-0,32;-0,03;-0,09;28,76;Mov04;Mov04;0,9159;VERDADERO;True
9,92;0,89;1,98;-0,32;-0,04;-0,1;28,74;Mov04;Mov04;0,9159;VERDADERO;True
9,93;0,89;1,99;-0,32;-0,05;-0,1;28,74;Mov04;Mov04;0,9159;VERDADERO;True
9,94;0,84;1,98;-0,28;-0,11;-0,11;28,77;Mov04;Mov04;0,9159;VERDADERO;True
9,93;0,83;1,94;-0,26;-0,12;-0,11;28,77;Mov04;Mov04;0,9158;VERDADERO;True
9,95;0,81;1,93;-0,24;-0,14;-0,11;28,77;Mov04;Mov04;0,9158;VERDADERO;True
9,97;0,86;1,86;-0,23;-0,08;-0,1;28,77;Mov04;Mov04;0,9158;VERDADERO;True
9,99;0,84;1,87;-0,25;-0,07;-0,11;28,77;Mov04;Mov04;0,9158;VERDADERO;True
10;0,84;1,89;-0,25;-0,06;-0,12;28,76;Mov04;Mov04;0,9158;VERDADERO;True
9,9;0,92;2,03;-0,27;-0,07;-0,12;28,76;Mov04;Mov04;0,9157;VERDADERO;True
9,9;0,92;2,05;-0,27;-0,09;-0,11;28,77;Mov04;Mov04;0,9423;VERDADERO;True
9,92;0,94;2,02;-0,27;-0,1;-0,1;28,77;Mov04;Mov04;0,9423;VERDADERO;True
9,94;0,94;1,95;-0,3;-0,07;-0,09;28,76;Mov04;Mov04;0,9422;VERDADERO;True
9,95;0,93;1,97;-0,31;-0,07;-0,1;28,76;Mov04;Mov04;0,9422;VERDADERO;True
9,97;0,93;1,97;-0,31;-0,07;-0,1;28,75;Mov04;Mov04;0,9422;VERDADERO;True
9,97;1,01;2,01;-0,27;-0,12;-0,05;28,75;Mov04;Mov04;0,9422;VERDADERO;True
9,96;1,01;1,99;-0,26;-0,13;-0,04;28,76;Mov04;Mov04;0,9422;VERDADERO;True
9,94;1,01;1,95;-0,26;-0,13;-0,05;28,75;Mov04;Mov04;0,9421;VERDADERO;True
9,93;0,96;1,87;-0,27;-0,13;-0,04;28,75;Mov04;Mov04;0,9421;VERDADERO;True
9,95;0,93;1,84;-0,27;-0,12;-0,04;28,74;Mov04;Mov04;0,9421;VERDADERO;True
9,9;0,94;1,82;-0,27;-0,11;-0,05;28,74;Mov04;Mov04;0,9157;VERDADERO;True
9,77;0,94;1,92;-0,29;-0,05;-0,05;28,74;Mov04;Mov04;0,9157;VERDADERO;True
9,78;0,93;1,97;-0,29;-0,06;-0,04;28,74;Mov04;Mov04;0,9157;VERDADERO;True
9,82;0,88;2;-0,29;-0,08;-0,03;28,76;Mov04;Mov04;0,9157;VERDADERO;True
9,91;0,82;1,87;-0,29;-0,13;-0,04;28,77;Mov04;Mov04;0,9421;VERDADERO;True
9,96;0,79;1,8;-0,3;-0,12;-0,04;28,77;Mov04;Mov04;0,9421;VERDADERO;True
10;0,79;1,73;-0,31;-0,09;-0,05;28,77;Mov04;Mov04;0,942;VERDADERO;True
10,05;0,7;1,9;-0,33;0,02;-0,11;28,76;Mov04;Mov04;0,942;VERDADERO;True
10,06;0,71;1,93;-0,32;0,01;-0,11;28,78;Mov04;Mov04;0,942;VERDADERO;True
10,08;0,73;1,97;-0,31;0;-0,11;28,77;Mov04;Mov04;0,9156;VERDADERO;True
10,17;0,68;1,97;-0,15;-0,1;-0,09;28,78;Mov04;Mov04;0,9156;VERDADERO;True
10,21;0,71;1,89;-0,15;-0,09;-0,09;28,78;Mov04;Mov04;0,9156;VERDADERO;True
10,24;0,71;1,87;-0,16;-0,07;-0,1;28,77;Mov04;Mov04;0,9156;VERDADERO;True
10,22;0,74;1,95;-0,22;0,01;-0,15;28,77;Mov04;Mov04;0,9156;VERDADERO;True
10,24;0,7;1,96;-0,24;0,03;-0,16;28,78;Mov04;Mov04;0,9155;VERDADERO;True
10,18;0,68;1,96;-0,27;0,07;-0,2;28,76;Mov04;Mov04;0,9155;VERDADERO;True
10;0,63;2,24;-0,33;0,11;-0,33;28,74;Mov04;Mov04;0,9155;VERDADERO;True
10;0,64;2,24;-0,32;0,09;-0,34;28,76;Mov04;Mov04;0,9155;VERDADERO;True
10,01;0,68;2,27;-0,31;0,06;-0,34;28,77;Mov04;Mov04;0,9155;VERDADERO;True
10,16;0,89;2,23;-0,26;-0,02;-0,35;28,76;Mov04;Mov04;0,9154;VERDADERO;True
10,17;0,93;2,18;-0,25;-0,04;-0,33;28,75;Mov04;Mov04;0,9154;VERDADERO;True
10,22;0,94;2,14;-0,24;-0,06;-0,32;28,76;Mov04;Mov04;0,9154;VERDADERO;True
10,21;1,03;2,09;-0,24;-0,11;-0,29;28,75;Mov04;Mov04;0,9154;VERDADERO;True
10,24;1,07;2,05;-0,24;-0,11;-0,27;28,76;Mov04;Mov04;0,9154;VERDADERO;True
10,27;1,12;2,04;-0,24;-0,12;-0,26;28,77;Mov04;Mov04;1;VERDADERO;True
10,11;1,03;1,81;-0,24;-0,12;-0,09;28,77;Mov04;Mov04;1;VERDADERO;True
10,1;1,02;1,81;-0,25;-0,1;-0,08;28,76;Mov04;Mov04;1;VERDADERO;True
10,08;1,02;1,79;-0,27;-0,08;-0,08;28,77;Mov04;Mov04;1;VERDADERO;True
9,96;0,98;1,81;-0,34;-0,02;-0,07;28,77;Mov04;Mov04;1;VERDADERO;True
9,93;0,96;1,84;-0,35;-0,01;-0,06;28,77;Mov04;Mov04;1;VERDADERO;True
9,91;0,9;1,86;-0,37;0;-0,06;28,77;Mov04;Mov04;1;VERDADERO;True
9,72;0,73;1,85;-0,38;-0,03;-0,04;28,75;Mov04;Mov04;1;VERDADERO;True
9,75;0,7;1,87;-0,39;-0,03;-0,04;28,75;Mov04;Mov04;1;VERDADERO;True
9,76;0,71;1,86;-0,39;-0,03;-0,05;28,77;Mov04;Mov04;1;VERDADERO;True
9,76;0,74;1,89;-0,41;-0,03;-0,06;28,74;Mov04;Mov04;1;VERDADERO;True
9,78;0,74;1,91;-0,42;-0,03;-0,07;28,76;Mov04;Mov04;1;VERDADERO;True
9,82;0,74;1,9;-0,43;-0,02;-0,07;28,76;Mov04;Mov04;1;VERDADERO;True
9,82;0,71;1,87;-0,44;-0,01;-0,08;28,76;Mov04;Mov04;1;VERDADERO;True
9,81;0,69;1,87;-0,44;0;-0,08;28,76;Mov04;Mov04;1;VERDADERO;True
9,81;0,68;1,91;-0,44;0,01;-0,08;28,77;Mov04;Mov04;1;VERDADERO;True
9,76;0,72;2,06;-0,43;0,01;-0,15;28,76;Mov04;Mov04;1;VERDADERO;True
9,77;0,73;2,06;-0,43;0,01;-0,16;28,76;Mov04;Mov04;1;VERDADERO;True
9,83;0,77;2,06;-0,43;0,01;-0,17;28,77;Mov04;Mov04;1;VERDADERO;True
9,92;0,84;2,08;-0,43;0;-0,18;28,77;Mov04;Mov04;1;VERDADERO;True
9,93;0,85;2,06;-0,43;0;-0,18;28,78;Mov04;Mov04;1;VERDADERO;True
9,9;0,86;2,03;-0,43;0;-0,17;28,78;Mov04;Mov04;1;VERDADERO;True
9,87;0,86;1,92;-0,46;0,01;-0,17;28,77;Mov04;Mov04;1;VERDADERO;True
9,87;0,87;1,89;-0,47;0,02;-0,17;28,77;Mov04;Mov04;1;VERDADERO;True
9,86;0,88;1,9;-0,47;0,02;-0,18;28,76;Mov04;Mov04;1;VERDADERO;True
9,92;0,89;1,92;-0,47;0,03;-0,18;28,75;Mov04;Mov04;1;VERDADERO;True
9,92;0,92;1,98;-0,47;0,03;-0,18;28,77;Mov04;Mov04;1;VERDADERO;True
9,95;0,95;2,01;-0,46;0,03;-0,17;28,75;Mov04;Mov04;1;VERDADERO;True
9,92;0,9;1,92;-0,45;0,03;-0,13;28,78;Mov04;Mov04;1;VERDADERO;True
9,91;0,9;1,92;-0,44;0,04;-0,12;28,77;Mov04;Mov04;1;VERDADERO;True
9,89;0,93;1,94;-0,44;0,04;-0,12;28,78;Mov04;Mov04;1;VERDADERO;True
9,87;0,89;2,05;-0,41;0,05;-0,12;28,77;Mov04;Mov04;1;VERDADERO;True
9,86;0,91;2,06;-0,4;0,04;-0,11;28,77;Mov04;Mov04;1;VERDADERO;True
9,81;0,9;2,11;-0,4;0,03;-0,11;28,77;Mov04;Mov04;1;VERDADERO;True
9,86;0,92;2,13;-0,38;0;-0,11;28,77;Mov04;Mov04;1;VERDADERO;True
9,87;0,93;2,12;-0,39;0;-0,11;28,77;Mov04;Mov04;1;VERDADERO;True
9,9;0,94;2,09;-0,39;0,01;-0,12;28,78;Mov04;Mov04;1;VERDADERO;True
9,86;0,94;2,17;-0,43;0,07;-0,13;28,77;Mov04;Mov04;1;VERDADERO;True
9,85;0,9;2,17;-0,42;0,07;-0,13;28,77;Mov04;Mov04;1;VERDADERO;True
9,84;0,89;2,17;-0,42;0,06;-0,14;28,78;Mov04;Mov04;1;VERDADERO;True
9,73;0,86;2,2;-0,39;0,04;-0,17;28,77;Mov04;Mov04;1;VERDADERO;True
9,73;0,85;2,22;-0,37;0,02;-0,18;28,76;Mov04;Mov04;1;VERDADERO;True
9,74;0,86;2,21;-0,36;0,01;-0,18;28,76;Mov04;Mov04;1;VERDADERO;True
9,89;1,03;2,22;-0,35;-0,01;-0,2;28,78;Mov04;Mov04;1;VERDADERO;True
9,9;1,04;2,25;-0,35;0;-0,2;28,79;Mov04;Mov04;1;VERDADERO;True
9,87;1,06;2,26;-0,35;0;-0,2;28,78;Mov04;Mov04;1;VERDADERO;True
9,77;1,04;2,25;-0,35;-0,01;-0,2;28,77;Mov04;Mov04;1;VERDADERO;True
9,77;1;2,23;-0,34;-0,01;-0,2;28,78;Mov04;Mov04;1;VERDADERO;True
9,75;0,99;2,23;-0,34;-0,02;-0,2;28,77;Mov04;Mov04;1;VERDADERO;True
9,84;1,09;2,33;-0,31;-0,04;-0,22;28,77;Mov04;Mov04;1;VERDADERO;True
9,86;1,13;2,3;-0,31;-0,05;-0,21;28,78;Mov04;Mov04;1;VERDADERO;True
9,89;1,17;2,26;-0,31;-0,05;-0,21;28,77;Mov04;Mov04;1;VERDADERO;True
9,95;1,32;2,17;-0,37;0,03;-0,18;28,76;Mov04;Mov04;1;VERDADERO;True
9,9;1,34;2,17;-0,39;0,05;-0,18;28,76;Mov04;Mov04;1;VERDADERO;True
9,87;1,33;2,19;-0,39;0,06;-0,18;28,77;Mov04;Mov04;1;VERDADERO;True
9,79;1,29;2,26;-0,4;0,07;-0,18;28,77;Mov04;Mov04;1;VERDADERO;True
9,75;1,3;2,27;-0,39;0,06;-0,19;28,77;Mov04;Mov04;1;VERDADERO;True
9,74;1,28;2,28;-0,39;0,05;-0,19;28,77;Mov04;Mov04;1;VERDADERO;True
9,69;1,36;2,39;-0,34;0,03;-0,24;28,76;Mov04;Mov04;1;VERDADERO;True
9,71;1,39;2,4;-0,34;0,03;-0,25;28,77;Mov04;Mov04;1;VERDADERO;True
9,7;1,45;2,39;-0,34;0,03;-0,25;28,77;Mov04;Mov04;1;VERDADERO;True
9,76;1,53;2,39;-0,39;0,05;-0,24;28,77;Mov04;Mov04;1;VERDADERO;True
9,74;1,49;2,34;-0,39;0,04;-0,24;28,78;Mov04;Mov04;1;VERDADERO;True
9,76;1,45;2,32;-0,38;0,04;-0,23;28,77;Mov04;Mov04;1;VERDADERO;True
9,82;1,49;2,33;-0,34;0,03;-0,17;28,77;Mov04;Mov04;1;VERDADERO;True
9,82;1,52;2,35;-0,33;0,02;-0,17;28,77;Mov04;Mov04;1;VERDADERO;True
9,77;1,55;2,36;-0,31;0,02;-0,16;28,76;Mov04;Mov04;1;VERDADERO;True
9,86;1,52;2,31;-0,29;0,02;-0,1;28,78;Mov04;Mov04;1;VERDADERO;True
9,88;1,5;2,29;-0,3;0,03;-0,09;28,78;Mov04;Mov04;1;VERDADERO;True
9,88;1,48;2,31;-0,3;0,04;-0,1;28,78;Mov04;Mov04;1;VERDADERO;True
9,86;1,47;2,3;-0,3;0,05;-0,09;28,76;Mov04;Mov04;1;VERDADERO;True
9,88;1,38;2,27;-0,28;0,05;-0,07;28,76;Mov04;Mov04;1;VERDADERO;True
9,88;1,35;2,26;-0,27;0,05;-0,06;28,76;Mov04;Mov04;1;VERDADERO;True
9,85;1,21;2,35;-0,18;0,03;-0,08;28,76;Mov04;Mov04;1;VERDADERO;True
9,84;1,2;2,37;-0,17;0,02;-0,09;28,77;Mov04;Mov04;1;VERDADERO;True
9,82;1,21;2,37;-0,16;0,02;-0,09;28,77;Mov04;Mov04;1;VERDADERO;True
9,86;1,3;2,29;-0,11;0;-0,06;28,78;Mov04;Mov04;1;VERDADERO;True
9,85;1,3;2,31;-0,12;0,01;-0,07;28,78;Mov04;Mov04;1;VERDADERO;True
9,83;1,31;2,36;-0,12;0,01;-0,07;28,77;Mov04;Mov04;1;VERDADERO;True
9,75;1,33;2,43;-0,15;0,01;-0,08;28,78;Mov04;Mov04;1;VERDADERO;True
9,76;1,33;2,41;-0,16;0,01;-0,08;28,77;Mov04;Mov04;1;VERDADERO;True
9,8;1,34;2,39;-0,18;0,01;-0,07;28,76;Mov04;Mov04;1;VERDADERO;True
9,75;1,25;2,45;-0,2;0,04;-0,05;28,75;Mov04;Mov04;1;VERDADERO;True
9,76;1,23;2,46;-0,2;0,04;-0,05;28,76;Mov04;Mov04;1;VERDADERO;True
9,74;1,23;2,47;-0,2;0,04;-0,05;28,77;Mov04;Mov04;1;VERDADERO;True
9,7;1,26;2,5;-0,19;0,02;-0,06;28,74;Mov04;Mov04;1;VERDADERO;True
9,69;1,28;2,49;-0,2;0,02;-0,06;28,76;Mov04;Mov04;1;VERDADERO;True
9,67;1,29;2,53;-0,2;0,02;-0,06;28,75;Mov04;Mov04;1;VERDADERO;True
9,63;1,3;2,51;-0,23;0,04;-0,08;28,77;Mov04;Mov04;1;VERDADERO;True
9,65;1,3;2,52;-0,23;0,04;-0,09;28,77;Mov04;Mov04;1;VERDADERO;True
9,63;1,3;2,53;-0,23;0,03;-0,1;28,76;Mov04;Mov04;1;VERDADERO;True
9,66;1,5;2,44;-0,17;-0,02;-0,14;28,78;Mov04;Mov04;1;VERDADERO;True
9,64;1,53;2,44;-0,16;-0,02;-0,15;28,78;Mov04;Mov04;1;VERDADERO;True
9,65;1,57;2,43;-0,16;-0,02;-0,15;28,78;Mov04;Mov04;1;VERDADERO;True
9,63;1,7;2,45;-0,15;0;-0,16;28,77;Mov04;Mov04;1;VERDADERO;True
9,62;1,71;2,45;-0,14;0;-0,17;28,77;Mov04;Mov04;1;VERDADERO;True
9,61;1,73;2,49;-0,13;0,01;-0,18;28,78;Mov04;Mov04;1;VERDADERO;True
9,71;1,85;2,65;-0,05;0;-0,16;28,78;Mov04;Mov04;1;VERDADERO;True
9,7;1,86;2,64;-0,04;0;-0,16;28,78;Mov04;Mov04;1;VERDADERO;True
9,71;1,89;2,64;-0,04;-0,01;-0,16;28,77;Mov04;Mov04;1;VERDADERO;True
9,67;1,99;2,65;-0,01;-0,04;-0,17;28,77;Mov04;Mov04;1;VERDADERO;True
9,71;2,01;2,63;-0,01;-0,04;-0,17;28,77;Mov04;Mov04;1;VERDADERO;True
9,73;2,05;2,61;0;-0,04;-0,17;28,79;Mov04;Mov04;1;VERDADERO;True
9,94;2,09;2,66;0;0,02;-0,09;28,78;Mov04;Mov04;1;VERDADERO;True
9,96;2,06;2,66;0;0,03;-0,08;28,78;Mov04;Mov04;1;VERDADERO;True
9,96;2;2,69;0;0,03;-0,07;28,78;Mov04;Mov04;1;VERDADERO;True
9,8;1,61;2,63;0,02;0,01;-0,04;28,8;Mov04;Mov04;1;VERDADERO;True
9,82;1,57;2,59;0,02;0,01;-0,05;28,79;Mov04;Mov04;1;VERDADERO;True
9,85;1,55;2,59;0,03;0,01;-0,05;28,79;Mov04;Mov04;1;VERDADERO;True
9,99;1,4;2,61;0,04;0,04;-0,04;28,78;Mov04;Mov04;1;VERDADERO;True
10,06;1,35;2,62;0,04;0,05;-0,03;28,78;Mov04;Mov04;0,887;VERDADERO;True
10,14;1,26;2,66;0,05;0,06;-0,02;28,78;Mov04;Mov04;0,887;VERDADERO;True
10,15;0,75;2,72;0,03;0,07;0,03;28,78;Mov04;Mov04;0,887;VERDADERO;True
10,11;0,69;2,75;0,03;0,07;0,03;28,79;Mov04;Mov04;0,887;VERDADERO;True
10,06;0,65;2,76;0,03;0,07;0,02;28,79;Mov04;Mov04;0,8869;VERDADERO;True
10,05;0,45;2,83;0,02;0,06;0,01;28,78;Mov04;Mov04;0,8869;VERDADERO;True
10;0,43;2,84;0,03;0,05;0;28,78;Mov04;Mov00;0,2033;FALSO;False
10,01;0,39;2,84;0,02;0,05;0;28,78;Mov04;Mov00;0,2837;FALSO;False
10,05;0,4;2,94;0,03;-0,02;-0,03;28,78;Mov04;Mov00;0,492;FALSO;False
10,04;0,44;2,91;0,03;-0,03;-0,04;28,77;Mov04;Mov00;0,297;FALSO;False
10,04;0,47;2,88;0,02;-0,04;-0,04;28,77;Mov04;Mov04;0,9153;VERDADERO;True
9,89;0,86;2,46;-0,14;0,08;0;28,78;Mov04;Mov04;0,9153;VERDADERO;True
9,88;0,88;2,43;-0,16;0,11;0,01;28,78;Mov04;Mov04;0,9153;VERDADERO;True
9,85;0,92;2,39;-0,19;0,14;0,02;28,77;Mov04;Mov04;0,9153;VERDADERO;True
9,72;0,93;2,4;-0,27;0,22;0,04;28,77;Mov04;Mov04;0,9153;VERDADERO;True
9,68;0,91;2,42;-0,28;0,24;0,04;28,77;Mov04;Mov04;1;VERDADERO;True
9,62;0,93;2,45;-0,3;0,27;0,04;28,78;Mov04;Mov04;1;VERDADERO;True
9,58;0,95;2,68;-0,18;0,27;0,08;28,78;Mov04;Mov04;1;VERDADERO;True
9,59;1;2,73;-0,15;0,26;0,09;28,78;Mov04;Mov04;1;VERDADERO;True
9,61;1,09;2,77;-0,13;0,25;0,11;28,77;Mov04;Mov04;1;VERDADERO;True
9,54;1,31;2,92;-0,09;0,25;0,14;28,76;Mov04;Mov04;1;VERDADERO;True
9,55;1,38;3,02;-0,09;0,25;0,14;28,79;Mov04;Mov04;1;VERDADERO;True
9,58;1,39;3,04;-0,1;0,25;0,14;28,78;Mov04;Mov04;1;VERDADERO;True
9,65;1,37;3,18;-0,17;0,26;0,13;28,79;Mov04;Mov04;1;VERDADERO;True
9,65;1,39;3,2;-0,17;0,25;0,14;28,8;Mov04;Mov04;1;VERDADERO;True
9,64;1,44;3,24;-0,17;0,24;0,14;28,8;Mov04;Mov04;1;VERDADERO;True
9,68;1,29;3,07;-0,13;0,17;0,2;28,78;Mov04;Mov04;1;VERDADERO;True
9,68;1,26;3,08;-0,12;0,18;0,2;28,78;Mov04;Mov04;1;VERDADERO;True
9,65;1,22;3,1;-0,12;0,17;0,2;28,79;Mov04;Mov04;1;VERDADERO;True
9,61;1,21;3,08;-0,11;0,15;0,18;28,77;Mov04;Mov04;1;VERDADERO;True
9,63;1,21;3,09;-0,11;0,15;0,17;28,76;Mov04;Mov04;1;VERDADERO;True
9,65;1,17;3,16;-0,1;0,12;0,15;28,77;Mov04;Mov04;1;VERDADERO;True
9,84;1,26;3,14;-0,11;0,07;0,07;28,78;Mov04;Mov04;1;VERDADERO;True
9,78;1,22;3,19;-0,1;0,05;0,06;28,77;Mov04;Mov04;1;VERDADERO;True
9,66;1,22;3,29;-0,08;0,02;0,04;28,79;Mov04;Mov04;1;VERDADERO;True
9,62;1,3;3,31;-0,04;-0,15;0,03;28,78;Mov04;Mov04;1;VERDADERO;True
9,68;1,36;2,92;-0,04;-0,19;0,03;28,77;Mov04;Mov04;1;VERDADERO;True
9,69;1,38;2,77;-0,06;-0,18;0,03;28,77;Mov04;Mov04;1;VERDADERO;True
9,58;1,22;2,72;-0,11;-0,08;-0,04;28,78;Mov04;Mov04;1;VERDADERO;True
9,54;1,16;2,71;-0,1;-0,09;-0,07;28,78;Mov04;Mov04;1;VERDADERO;True
9,48;1,17;2,7;-0,09;-0,1;-0,09;28,76;Mov04;Mov04;1;VERDADERO;True
9,73;1,43;2,51;0,04;-0,17;-0,02;28,77;Mov04;Mov04;1;VERDADERO;True
9,69;1,44;2,55;0,04;-0,15;-0,05;28,77;Mov04;Mov04;1;VERDADERO;True
9,64;1,44;2,63;0,04;-0,14;-0,08;28,78;Mov04;Mov04;1;VERDADERO;True
9,37;1,17;2,71;0,04;-0,12;-0,21;28,77;Mov04;Mov04;1;VERDADERO;True
9,31;1,17;2,71;0,04;-0,13;-0,22;28,77;Mov04;Mov04;1;VERDADERO;True
9,3;1,17;2,7;0,04;-0,14;-0,23;28,77;Mov04;Mov04;1;VERDADERO;True
9,49;1,34;2,63;0,01;-0,15;-0,24;28,77;Mov04;Mov04;1;VERDADERO;True
