Feature1;Feature2;Feature3;Feature4;Feature5;Feature6;Feature7;Clase Real;Clase Predicha;Resultado Inferencia;bool
10,41;-0,03;-0,13;-0,06;-0,07;0,13;28,23;Mov02;Mov02;0,6016;VERDADERO
10,44;-0,04;-0,15;-0,07;-0,07;0,13;28,24;Mov02;Mov02;0,6016;VERDADERO
10,51;-0,03;-0,24;-0,16;0,06;0,11;28,24;Mov02;Mov02;0,6016;VERDADERO
10,49;-0,07;-0,23;-0,16;0,08;0,1;28,24;Mov02;Mov02;0,6016;VERDADERO
10,46;-0,08;-0,18;-0,17;0,09;0,1;28,24;Mov02;Mov04;0,4903;FALSO
10,38;-0,14;0,01;-0,1;0,06;0,14;28,24;Mov02;Mov03;0,4903;FALSO
10,36;-0,16;0,02;-0,09;0,06;0,14;28,22;Mov02;Mov03;0,4903;FALSO
10,35;-0,18;0,05;-0,08;0,06;0,15;28,24;Mov02;Mov03;0,4903;FALSO
10,34;-0,08;0,14;-0,07;0,04;0,16;28,23;Mov02;Mov03;0,4903;FALSO
10,36;-0,1;0,15;-0,06;0,03;0,16;28,24;Mov02;Mov03;0,4903;FALSO
10,39;-0,11;0,16;-0,06;0,02;0,15;28,24;Mov02;Mov02;0,7529;VERDADERO
10,43;-0,05;0,13;-0,04;-0,04;0,14;28,26;Mov02;Mov02;0,7529;VERDADERO
10,4;-0,06;0,1;-0,04;-0,04;0,14;28,25;Mov02;Mov02;0,7529;VERDADERO
10,4;-0,05;0,1;-0,04;-0,05;0,13;28,24;Mov02;Mov02;0,7529;VERDADERO
10,44;-0,06;-0,05;-0,04;-0,05;0,13;28,24;Mov02;Mov02;0,9023;VERDADERO
10,46;-0,09;-0,1;-0,04;-0,04;0,13;28,25;Mov02;Mov02;0,9023;VERDADERO
10,49;-0,1;-0,14;-0,05;-0,02;0,12;28,25;Mov02;Mov02;0,9023;VERDADERO
10,48;-0,16;-0,18;-0,04;0,04;0,14;28,23;Mov02;Mov02;0,9023;VERDADERO
10,49;-0,22;-0,22;-0,03;0,04;0,15;28,24;Mov02;Mov02;0,9023;VERDADERO
10,47;-0,24;-0,25;-0,02;0,05;0,14;28,26;Mov02;Mov02;0,9961;VERDADERO
10,31;-0,48;-0,2;0,02;0,09;0,08;28,25;Mov02;Mov02;0,9961;VERDADERO
10,31;-0,49;-0,15;0,02;0,1;0,06;28,25;Mov02;Mov02;0,9961;VERDADERO
10,31;-0,52;-0,11;0,02;0,11;0,05;28,26;Mov02;Mov02;0,9961;VERDADERO
10,32;-0,51;-0,03;0,02;0,13;-0,02;28,26;Mov02;Mov02;0,9961;VERDADERO
10,32;-0,46;0,01;0,01;0,14;-0,03;28,24;Mov02;Mov02;0,9961;VERDADERO
10,33;-0,41;0,09;0,01;0,15;-0,05;28,24;Mov02;Mov02;0,9883;VERDADERO
10,44;-0,35;0,21;0,02;0,06;-0,08;28,24;Mov02;Mov02;0,9883;VERDADERO
10,44;-0,33;0,2;0,02;0,04;-0,08;28,24;Mov02;Mov02;0,9883;VERDADERO
10,45;-0,33;0,18;0,03;0,03;-0,07;28,24;Mov02;Mov02;0,9883;VERDADERO
10,49;-0,41;0,07;0,05;-0,01;-0,05;28,26;Mov02;Mov02;0,9883;VERDADERO
10,47;-0,43;0,04;0,06;-0,02;-0,04;28,25;Mov02;Mov02;0,9883;VERDADERO
10,44;-0,45;0,05;0,07;-0,03;-0,04;28,25;Mov02;Mov02;0,9883;VERDADERO
10,47;-0,42;0,03;0,06;-0,08;-0,07;28,26;Mov02;Mov02;0,9883;VERDADERO
10,5;-0,39;-0,02;0,05;-0,08;-0,07;28,25;Mov02;Mov02;0,9883;VERDADERO
10,53;-0,35;-0,07;0,04;-0,07;-0,08;28,25;Mov02;Mov02;0,9883;VERDADERO
10,59;-0,29;-0,17;-0,08;0,13;-0,07;28,26;Mov02;Mov02;0,9883;VERDADERO
10,53;-0,32;-0,17;-0,09;0,16;-0,06;28,25;Mov02;Mov02;0,9883;VERDADERO
10,5;-0,33;-0,12;-0,1;0,18;-0,06;28,27;Mov02;Mov02;0,9883;VERDADERO
10,36;-0,45;0,01;-0,12;0,21;-0,06;28,28;Mov02;Mov02;0,9883;VERDADERO
10,34;-0,46;0,04;-0,12;0,21;-0,06;28,27;Mov02;Mov02;0,9023;VERDADERO
10,34;-0,42;0,09;-0,11;0,19;-0,06;28,25;Mov02;Mov02;0,9023;VERDADERO
10,33;-0,41;0,19;-0,05;0,1;-0,01;28,26;Mov02;Mov02;0,9023;VERDADERO
10,33;-0,44;0,22;-0,04;0,09;0;28,27;Mov02;Mov02;0,9023;VERDADERO
10,31;-0,42;0,21;-0,04;0,08;0;28,26;Mov02;Mov02;0,9023;VERDADERO
10,4;-0,41;0,16;-0,03;0,05;0,01;28,25;Mov02;Mov02;0,9023;VERDADERO
10,46;-0,41;0,16;-0,03;0,04;0,02;28,26;Mov02;Mov02;0,9023;VERDADERO
10,48;-0,4;0,17;-0,03;0,04;0,02;28,25;Mov02;Mov02;0,9023;VERDADERO
10,57;-0,25;0,21;-0,08;0,08;0,01;28,25;Mov02;Mov02;0,9023;VERDADERO
10,58;-0,22;0,23;-0,09;0,09;0,01;28,24;Mov02;Mov02;0,9023;VERDADERO
10,61;-0,2;0,23;-0,11;0,11;0,01;28,26;Mov02;Mov03;0,4961;FALSO
10,45;-0,15;0,33;-0,14;0,1;0;28,25;Mov02;Mov03;0,4961;FALSO
10,45;-0,16;0,31;-0,14;0,09;0,01;28,24;Mov02;Mov03;0,4961;FALSO
10,42;-0,16;0,31;-0,14;0,08;0,02;28,25;Mov02;Mov03;0,4961;FALSO
10,33;-0,25;0,3;-0,14;0,05;0,05;28,25;Mov02;Mov03;0,4961;FALSO
10,31;-0,3;0,27;-0,14;0,04;0,05;28,26;Mov02;Mov02;0,7529;VERDADERO
10,29;-0,34;0,27;-0,13;0,02;0,05;28,26;Mov02;Mov02;0,7529;VERDADERO
10,42;-0,28;0,13;-0,07;-0,01;0,04;28,25;Mov02;Mov02;0,7529;VERDADERO
10,43;-0,23;0,12;-0,07;0;0,04;28,27;Mov02;Mov02;0,7529;VERDADERO
10,46;-0,2;0,15;-0,07;0,01;0,04;28,27;Mov02;Mov02;0,7529;VERDADERO
10,48;-0,16;0,22;-0,09;0,06;0,04;28,26;Mov02;Mov02;0,7529;VERDADERO
10,46;-0,14;0,24;-0,1;0,08;0,04;28,25;Mov02;Mov02;0,902;VERDADERO
10,46;-0,13;0,27;-0,1;0,09;0,04;28,25;Mov02;Mov02;0,902;VERDADERO
10,36;-0,23;0,4;-0,08;0,09;0,04;28,26;Mov02;Mov02;0,902;VERDADERO
10,34;-0,21;0,41;-0,08;0,09;0,04;28,26;Mov02;Mov02;0,902;VERDADERO
10,32;-0,21;0,44;-0,07;0,08;0,04;28,26;Mov02;Mov02;0,7461;VERDADERO
10,28;-0,27;0,56;0,01;-0,01;0,04;28,27;Mov02;Mov02;0,7461;VERDADERO
10,27;-0,23;0,57;0,02;-0,03;0,04;28,29;Mov02;Mov02;0,7461;VERDADERO
10,32;-0,19;0,56;0,03;-0,04;0,04;28,27;Mov02;Mov02;0,7461;VERDADERO
10,48;-0,13;0,54;0,04;-0,06;0,05;28,26;Mov02;Mov02;0,7461;VERDADERO
10,52;-0,14;0,5;0,03;-0,05;0,05;28,26;Mov02;Mov03;0,4961;FALSO
10,54;-0,15;0,48;0,01;-0,03;0,06;28,26;Mov02;Mov03;0,4961;FALSO
10,51;-0,36;0,39;-0,08;0,11;0,03;28,29;Mov02;Mov03;0,4961;FALSO
10,54;-0,38;0,42;-0,08;0,12;0,03;28,27;Mov02;Mov03;0,4961;FALSO
10,56;-0,38;0,48;-0,07;0,12;0,03;28,27;Mov02;Mov03;0,4961;FALSO
10,59;-0,35;0,56;-0,03;0,12;0,03;28,26;Mov02;Mov03;0,4961;FALSO
10,58;-0,33;0,6;-0,02;0,11;0,03;28,27;Mov02;Mov02;0,8872;VERDADERO
10,57;-0,32;0,62;-0,01;0,11;0,04;28,27;Mov02;Mov02;0,8872;VERDADERO
10,46;-0,31;0,68;-0,02;0,11;0,03;28,26;Mov02;Mov02;0,8872;VERDADERO
10,44;-0,29;0,66;-0,03;0,11;0,03;28,27;Mov02;Mov02;0,8872;VERDADERO
10,38;-0,31;0,64;-0,04;0,1;0,03;28,27;Mov02;Mov02;0,8872;VERDADERO
10,14;-0,56;0,52;-0,1;0,03;-0,02;28,26;Mov02;Mov02;0,8872;VERDADERO
10,13;-0,55;0,47;-0,1;0,01;-0,03;28,26;Mov02;Mov02;0,8872;VERDADERO
10,14;-0,54;0,42;-0,1;0;-0,05;28,25;Mov02;Mov02;0,8872;VERDADERO
10,18;-0,5;0,28;-0,09;-0,03;-0,07;28,27;Mov02;Mov02;0,8872;VERDADERO
10,23;-0,49;0,25;-0,08;-0,03;-0,07;28,27;Mov02;Mov02;0,8872;VERDADERO
10,26;-0,48;0,21;-0,08;-0,04;-0,07;28,28;Mov02;Mov02;0,9416;VERDADERO
10,2;-0,55;0,27;-0,04;-0,04;-0,02;28,27;Mov02;Mov02;0,9416;VERDADERO
10,19;-0,56;0,26;-0,04;-0,04;-0,01;28,28;Mov02;Mov02;0,9416;VERDADERO
10,21;-0,59;0,28;-0,04;-0,04;-0,01;28,27;Mov02;Mov02;0,9416;VERDADERO
10,21;-0,6;0,32;-0,05;-0,02;0;28,26;Mov02;Mov02;0,9416;VERDADERO
10,22;-0,58;0,36;-0,06;-0,01;0;28,27;Mov02;Mov02;0,7121;VERDADERO
10,26;-0,59;0,37;-0,06;-0,01;0;28,26;Mov02;Mov02;0,7121;VERDADERO
10,28;-0,56;0,58;-0,05;-0,02;0,02;28,26;Mov02;Mov02;0,7121;VERDADERO
10,27;-0,55;0,62;-0,05;-0,02;0,02;28,26;Mov02;Mov02;0,7121;VERDADERO
10,26;-0,53;0,61;-0,05;-0,03;0,02;28,27;Mov02;Mov02;0,7121;VERDADERO
10,48;-0,52;0,65;-0,08;-0,05;0,05;28,26;Mov02;Mov02;0,7121;VERDADERO
10,5;-0,53;0,64;-0,08;-0,05;0,06;28,26;Mov02;Mov02;0,7121;VERDADERO
10,51;-0,53;0,59;-0,09;-0,04;0,07;28,26;Mov02;Mov02;0,7121;VERDADERO
10,53;-0,59;0,5;-0,1;-0,01;0,09;28,28;Mov02;Mov02;0,7121;VERDADERO
10,52;-0,63;0,49;-0,1;0,01;0,09;28,27;Mov02;Mov02;0,7121;VERDADERO
10,51;-0,67;0,51;-0,1;0,03;0,1;28,28;Mov02;Mov02;0,9261;VERDADERO
10,6;-0,61;0,71;-0,05;0,08;0,13;28,27;Mov02;Mov02;0,9261;VERDADERO
10,62;-0,58;0,71;-0,05;0,08;0,13;28,26;Mov02;Mov02;0,9261;VERDADERO
10,61;-0,58;0,74;-0,05;0,09;0,13;28,26;Mov02;Mov02;0,9261;VERDADERO
10,62;-0,55;0,71;-0,08;0,12;0,12;28,25;Mov02;Mov02;0,9492;VERDADERO
10,62;-0,54;0,65;-0,1;0,14;0,12;28,25;Mov02;Mov02;0,9492;VERDADERO
10,6;-0,55;0,67;-0,11;0,16;0,11;28,27;Mov02;Mov02;0,9492;VERDADERO
10,44;-0,57;0,74;-0,13;0,21;0,09;28,27;Mov02;Mov02;0,9492;VERDADERO
10,42;-0,59;0,76;-0,13;0,2;0,09;28,25;Mov02;Mov02;0,9492;VERDADERO
10,41;-0,63;0,79;-0,12;0,2;0,09;28,26;Mov02;Mov03;0,4844;FALSO
10,49;-0,78;0,99;-0,09;0,09;0,03;28,25;Mov02;Mov03;0,4844;FALSO
10,57;-0,73;0,99;-0,1;0,08;0,02;28,27;Mov02;Mov03;0,4844;FALSO
10,64;-0,69;0,97;-0,12;0,08;0,01;28,26;Mov02;Mov03;0,4844;FALSO
10,76;-0,57;0,9;-0,18;0,1;-0,01;28,27;Mov02;Mov03;0,4844;FALSO
10,81;-0,56;0,9;-0,2;0,11;0;28,27;Mov02;Mov02;0,9261;VERDADERO
10,85;-0,57;0,9;-0,22;0,13;0;28,26;Mov02;Mov02;0,9261;VERDADERO
10,9;-0,8;1,03;-0,19;0,12;0,02;28,28;Mov02;Mov02;0,9261;VERDADERO
10,91;-0,83;1,09;-0,17;0,11;0,02;28,28;Mov02;Mov02;0,9261;VERDADERO
10,9;-0,84;1,12;-0,15;0,09;0,01;28,28;Mov02;Mov02;0,9261;VERDADERO
10,87;-0,82;1,17;-0,09;0,02;0,01;28,28;Mov02;Mov02;0,9261;VERDADERO
10,87;-0,79;1,18;-0,06;-0,02;0,02;28,27;Mov02;Mov02;0,7121;VERDADERO
10,88;-0,76;1,19;-0,05;-0,05;0,02;28,27;Mov02;Mov02;0,7121;VERDADERO
10,8;-0,68;1,13;-0,01;-0,16;0,05;28,27;Mov02;Mov02;0,7121;VERDADERO
10,75;-0,66;1,16;-0,02;-0,16;0,05;28,28;Mov02;Mov02;0,7121;VERDADERO
10,74;-0,63;1,17;-0,03;-0,17;0,05;28,29;Mov02;Mov02;0,7266;VERDADERO
10,69;-0,62;0,96;-0,17;-0,14;0,07;28,27;Mov02;Mov02;0,7266;VERDADERO
10,61;-0,64;0,93;-0,2;-0,12;0,07;28,26;Mov02;Mov02;0,7266;VERDADERO
10,54;-0,66;0,91;-0,21;-0,11;0,07;28,26;Mov02;Mov02;0,7266;VERDADERO
10,34;-0,81;0,87;-0,23;-0,1;0,07;28,25;Mov02;Mov02;0,7266;VERDADERO
10,29;-0,85;0,86;-0,23;-0,1;0,06;28,26;Mov02;Mov02;0,75;VERDADERO
10,22;-0,89;0,87;-0,21;-0,12;0,06;28,28;Mov02;Mov02;0,75;VERDADERO
10,13;-0,94;0,64;-0,13;-0,24;0,03;28,28;Mov02;Mov02;0,75;VERDADERO
10,17;-0,94;0,58;-0,12;-0,25;0,03;28,26;Mov02;Mov02;0,75;VERDADERO
10,2;-0,93;0,55;-0,12;-0,26;0,02;28,25;Mov02;Mov02;0,75;VERDADERO
10,27;-0,89;0,45;-0,11;-0,25;0,01;28,26;Mov02;Mov02;0,75;VERDADERO
10,3;-0,87;0,4;-0,11;-0,24;0;28,26;Mov02;Mov02;0,9023;VERDADERO
10,31;-0,87;0,4;-0,11;-0,23;0;28,28;Mov02;Mov02;0,9023;VERDADERO
10,28;-0,84;0,35;-0,14;-0,14;-0,01;28,26;Mov02;Mov02;0,9023;VERDADERO
10,25;-0,88;0,37;-0,14;-0,13;-0,01;28,25;Mov02;Mov02;0,9023;VERDADERO
10,24;-0,89;0,36;-0,14;-0,13;-0,01;28,25;Mov02;Mov02;0,9023;VERDADERO
10,21;-0,9;0,32;-0,09;-0,11;-0,01;28,26;Mov02;Mov02;0,9023;VERDADERO
10,22;-0,89;0,32;-0,09;-0,11;-0,02;28,27;Mov02;Mov02;0,9023;VERDADERO
10,25;-0,87;0,33;-0,09;-0,1;-0,02;28,29;Mov02;Mov02;0,9023;VERDADERO
10,23;-0,82;0,28;-0,1;-0,09;-0,01;28,27;Mov02;Mov02;0,9023;VERDADERO
10,24;-0,84;0,23;-0,1;-0,09;0;28,27;Mov02;Mov02;0,9023;VERDADERO
10,25;-0,86;0,15;-0,1;-0,08;0;28,26;Mov02;Mov02;0,9023;VERDADERO
10,21;-0,83;0,16;-0,08;-0,03;0,02;28,27;Mov02;Mov02;0,9023;VERDADERO
10,19;-0,82;0,14;-0,08;-0,03;0,02;28,28;Mov02;Mov02;0,9023;VERDADERO
10,19;-0,82;0,12;-0,09;-0,03;0,03;28,29;Mov02;Mov02;0,9023;VERDADERO
10,16;-0,88;0,03;-0,08;-0,05;0,02;28,26;Mov02;Mov02;0,9023;VERDADERO
10,13;-0,91;-0,01;-0,07;-0,05;0,03;28,26;Mov02;Mov02;0,75;VERDADERO
10,11;-0,93;-0,04;-0,06;-0,05;0,03;28,27;Mov02;Mov02;0,75;VERDADERO
9,95;-1,01;-0,05;-0,02;-0,02;0,05;28,28;Mov02;Mov02;0,75;VERDADERO
9,93;-1,01;-0,03;-0,02;-0,02;0,05;28,25;Mov02;Mov02;0,75;VERDADERO
9,95;-1,03;-0,03;-0,03;-0,02;0,04;28,25;Mov02;Mov03;0,2461;FALSO
9,98;-1,1;-0,04;-0,02;-0,01;0,02;28,27;Mov02;Mov02;0,7461;VERDADERO
9,97;-1,11;-0,02;-0,01;-0,01;0,02;28,27;Mov02;Mov02;0,7461;VERDADERO
9,96;-1,12;-0,01;-0,01;-0,02;0,02;28,27;Mov02;Mov02;0,7461;VERDADERO
9,97;-1,12;0,06;0,02;-0,03;0,02;28,26;Mov02;Mov02;0,7461;VERDADERO
9,97;-1,14;0,07;0,03;-0,03;0,02;28,27;Mov02;Mov02;0,7461;VERDADERO
9,99;-1,11;0,08;0,03;-0,03;0,02;28,26;Mov02;Mov02;0,8872;VERDADERO
10,05;-1,17;0,08;-0,01;-0,01;0,02;28,26;Mov02;Mov02;0,8872;VERDADERO
10,06;-1,19;0,09;-0,01;0;0,01;28,27;Mov02;Mov02;0,8872;VERDADERO
10,07;-1,2;0,05;-0,02;0,01;0,01;28,27;Mov02;Mov02;0,8872;VERDADERO
10,05;-1,25;0,07;-0,03;0,04;-0,01;28,28;Mov02;Mov02;0,8872;VERDADERO
10,08;-1,22;0,07;-0,03;0,05;-0,02;28,27;Mov02;Mov02;0,8633;VERDADERO
10,07;-1,21;0,1;-0,02;0,05;-0,02;28,27;Mov02;Mov02;0,8633;VERDADERO
10,07;-1,22;0,19;0,02;-0,03;-0,03;28,29;Mov02;Mov02;0,8633;VERDADERO
10,12;-1,2;0,18;0,02;-0,04;-0,03;28,29;Mov02;Mov02;0,8633;VERDADERO
10,16;-1,19;0,16;0,02;-0,05;-0,03;28,27;Mov02;Mov02;0,8633;VERDADERO
10,28;-1,1;0,06;-0,01;-0,04;-0,06;28,27;Mov02;Mov00;0,4667;FALSO
10,29;-1,1;0,06;-0,02;-0,04;-0,07;28,27;Mov02;Mov00;0,4667;FALSO
10,3;-1,08;0,06;-0,02;-0,04;-0,07;28,27;Mov02;Mov00;0,4667;FALSO
10,32;-1,07;0,01;-0,04;-0,03;-0,08;28,27;Mov02;Mov00;0,4667;FALSO
10,35;-1,07;-0,02;-0,05;-0,03;-0,08;28,28;Mov02;Mov00;0,4667;FALSO
10,38;-1,07;-0,07;-0,05;-0,02;-0,09;28,27;Mov02;Mov02;0,6914;VERDADERO
10,45;-0,98;-0,04;-0,05;-0,02;-0,09;28,27;Mov02;Mov02;0,6914;VERDADERO
10,44;-0,97;-0,04;-0,04;-0,02;-0,09;28,28;Mov02;Mov02;0,6914;VERDADERO
10,43;-0,97;-0,03;-0,04;-0,03;-0,08;28,29;Mov02;Mov02;0,6914;VERDADERO
10,43;-0,99;-0,05;-0,03;-0,05;-0,07;28,27;Mov02;Mov02;0,6914;VERDADERO
10,44;-0,98;-0,05;-0,02;-0,05;-0,07;28,27;Mov02;Mov03;0,4275;FALSO
10,46;-1;-0,03;-0,02;-0,05;-0,07;28,28;Mov02;Mov03;0,4275;FALSO
10,47;-0,93;-0,03;-0,04;0,01;-0,08;28,28;Mov02;Mov03;0,4275;FALSO
10,45;-0,93;0;-0,04;0,02;-0,07;28,29;Mov02;Mov03;0,4275;FALSO
10,42;-0,91;0,03;-0,04;0,02;-0,07;28,29;Mov02;Mov03;0,0272;FALSO
10,31;-0,93;0,18;-0,02;-0,02;-0,05;28,29;Mov02;Mov02;0,7121;VERDADERO
10,29;-0,91;0,16;-0,02;-0,02;-0,05;28,28;Mov02;Mov02;0,7121;VERDADERO
10,28;-0,93;0,13;-0,02;-0,03;-0,05;28,28;Mov02;Mov02;0,7121;VERDADERO
10,22;-0,94;0,09;-0,03;-0,04;-0,05;28,29;Mov02;Mov02;0,7121;VERDADERO
10,2;-0,92;0,05;-0,03;-0,04;-0,05;28,28;Mov02;Mov02;0,7121;VERDADERO
10,18;-0,94;0,03;-0,03;-0,04;-0,04;28,29;Mov02;Mov02;1;VERDADERO
10,11;-1,01;0,06;-0,02;0;-0,07;28,28;Mov02;Mov02;1;VERDADERO
10,12;-1;0,07;-0,02;0;-0,07;28,29;Mov02;Mov02;1;VERDADERO
10,13;-1;0,08;-0,02;0,01;-0,08;28,28;Mov02;Mov02;1;VERDADERO
10,1;-0,96;0,07;-0,02;0,03;-0,09;28,28;Mov02;Mov02;1;VERDADERO
10,1;-0,94;0,11;-0,03;0,03;-0,09;28,28;Mov02;Mov02;0,9961;VERDADERO
10,08;-0,95;0,11;-0,03;0,04;-0,09;28,28;Mov02;Mov02;0,9961;VERDADERO
10,15;-0,94;0,06;-0,04;0,06;-0,1;28,29;Mov02;Mov02;0,9961;VERDADERO
10,13;-0,96;0,08;-0,04;0,07;-0,11;28,28;Mov02;Mov02;0,9961;VERDADERO
10,13;-0,95;0,1;-0,04;0,07;-0,11;28,28;Mov02;Mov02;0,9961;VERDADERO
10,06;-0,91;0,21;-0,03;0,06;-0,12;28,31;Mov02;Mov02;1;VERDADERO
10,06;-0,93;0,23;-0,02;0,05;-0,12;28,31;Mov02;Mov02;1;VERDADERO
10,05;-0,95;0,24;-0,02;0,04;-0,12;28,29;Mov02;Mov02;1;VERDADERO
10,07;-0,94;0,21;0,01;0;-0,12;28,3;Mov02;Mov02;1;VERDADERO
10,08;-0,93;0,21;0,02;-0,01;-0,12;28,3;Mov02;Mov02;1;VERDADERO
10,11;-0,92;0,2;0,03;-0,02;-0,12;28,32;Mov02;Mov02;0,93;VERDADERO
10,38;-0,8;0,19;0,05;0,02;-0,13;28,29;Mov02;Mov02;0,93;VERDADERO
10,4;-0,79;0,22;0,05;0,03;-0,13;28,3;Mov02;Mov02;0,93;VERDADERO
10,43;-0,77;0,27;0,06;0,04;-0,13;28,3;Mov02;Mov02;0,93;VERDADERO
10,5;-0,66;0,39;0,06;0,05;-0,12;28,3;Mov02;Mov02;0,93;VERDADERO
10,49;-0,63;0,46;0,06;0,04;-0,11;28,29;Mov02;Mov02;0,8711;VERDADERO
10,49;-0,64;0,51;0,05;0,04;-0,1;28,29;Mov02;Mov02;0,8711;VERDADERO
10,53;-0,63;0,42;0,05;0;-0,05;28,3;Mov02;Mov02;0,8711;VERDADERO
10,53;-0,62;0,41;0,05;0;-0,05;28,29;Mov02;Mov02;0,8711;VERDADERO
10,51;-0,61;0,38;0,04;0;-0,05;28,29;Mov02;Mov02;0,8711;VERDADERO
10,43;-0,66;0,36;0,02;0,05;-0,05;28,29;Mov02;Mov02;0,9883;VERDADERO
10,39;-0,69;0,38;0,02;0,06;-0,05;28,29;Mov02;Mov02;0,9883;VERDADERO
10,38;-0,7;0,38;0,01;0,06;-0,05;28,27;Mov02;Mov02;0,9883;VERDADERO
10,33;-0,66;0,42;0,02;0,07;-0,04;28,3;Mov02;Mov02;0,9883;VERDADERO
10,3;-0,66;0,48;0,02;0,06;-0,04;28,3;Mov02;Mov02;0,9883;VERDADERO
10,26;-0,68;0,52;0,02;0,04;-0,04;28,29;Mov02;Mov02;0,8711;VERDADERO
10,2;-0,82;0,47;0,02;-0,05;-0,06;28,29;Mov02;Mov02;0,8711;VERDADERO
10,19;-0,82;0,44;0,02;-0,06;-0,06;28,3;Mov02;Mov02;0,8711;VERDADERO
10,18;-0,82;0,41;0,01;-0,06;-0,07;28,3;Mov02;Mov02;0,8711;VERDADERO
10,2;-0,78;0,35;0,01;-0,07;-0,08;28,29;Mov02;Mov02;0,8711;VERDADERO
10,25;-0,74;0,34;0,01;-0,07;-0,09;28,31;Mov02;Mov02;0,8125;VERDADERO
10,26;-0,73;0,36;0,01;-0,07;-0,09;28,29;Mov02;Mov02;0,8125;VERDADERO
10,26;-0,74;0,33;0;-0,07;-0,12;28,32;Mov02;Mov02;0,8125;VERDADERO
10,25;-0,73;0,31;0;-0,08;-0,13;28,32;Mov02;Mov02;0,8125;VERDADERO
10,25;-0,71;0,31;0;-0,09;-0,13;28,3;Mov02;Mov02;0,8125;VERDADERO
10,35;-0,58;0,21;-0,02;-0,1;-0,18;28,28;Mov02;Mov02;0,8444;VERDADERO
10,37;-0,56;0,17;-0,02;-0,1;-0,18;28,3;Mov02;Mov02;0,8444;VERDADERO
10,37;-0,53;0,17;-0,02;-0,09;-0,18;28,29;Mov02;Mov02;0,8444;VERDADERO
10,39;-0,5;0,08;-0,04;-0,06;-0,19;28,28;Mov02;Mov02;0,8444;VERDADERO
10,4;-0,48;0,06;-0,04;-0,05;-0,19;28,28;Mov02;Mov02;0,8444;VERDADERO
10,38;-0,45;0,07;-0,05;-0,03;-0,2;28,29;Mov02;Mov00;0,375;FALSO
10,4;-0,35;0,15;-0,06;0,02;-0,19;28,28;Mov02;Mov00;0,375;FALSO
10,39;-0,35;0,18;-0,06;0,02;-0,18;28,29;Mov02;Mov00;0,375;FALSO
10,39;-0,35;0,21;-0,06;0,01;-0,18;28,28;Mov02;Mov00;0,375;FALSO
10,41;-0,31;0,19;-0,05;0,02;-0,19;28,29;Mov02;Mov00;0,375;FALSO
10,39;-0,28;0,16;-0,06;0,02;-0,19;28,29;Mov02;Mov02;0,6797;VERDADERO
10,37;-0,27;0,15;-0,06;0,03;-0,19;28,3;Mov02;Mov02;0,6797;VERDADERO
10,24;-0,28;0,13;-0,11;0,08;-0,15;28,3;Mov02;Mov02;0,6797;VERDADERO
10,23;-0,28;0,11;-0,12;0,08;-0,15;28,29;Mov02;Mov02;0,6797;VERDADERO
10,22;-0,3;0,11;-0,13;0,09;-0,14;28,3;Mov02;Mov02;0,7615;VERDADERO
10,24;-0,36;0,08;-0,15;0,12;-0,18;28,29;Mov02;Mov02;0,8544;VERDADERO
10,26;-0,34;0,1;-0,15;0,13;-0,18;28,29;Mov02;Mov02;0,801;VERDADERO
10,24;-0,35;0,11;-0,14;0,13;-0,19;28,3;Mov02;Mov02;0,8587;VERDADERO
10,29;-0,32;0,11;-0,12;0,16;-0,2;28,29;Mov02;Mov02;0,7598;VERDADERO
10,27;-0,3;0,15;-0,11;0,16;-0,2;28,29;Mov02;Mov02;0,7973;VERDADERO
10,31;-0,29;0,19;-0,11;0,16;-0,2;28,29;Mov02;Mov02;0,9883;VERDADERO
10,3;-0,27;0,31;-0,09;0,15;-0,2;28,3;Mov02;Mov02;0,9883;VERDADERO
10,3;-0,28;0,34;-0,09;0,14;-0,2;28,29;Mov02;Mov02;0,9883;VERDADERO
10,32;-0,27;0,35;-0,09;0,14;-0,2;28,3;Mov02;Mov02;0,9883;VERDADERO
10,36;-0,24;0,39;-0,11;0,15;-0,21;28,29;Mov02;Mov02;0,9883;VERDADERO
10,38;-0,21;0,41;-0,11;0,15;-0,21;28,29;Mov02;Mov02;0,9961;VERDADERO
10,4;-0,2;0,42;-0,11;0,15;-0,21;28,29;Mov02;Mov02;0,9961;VERDADERO
10,33;-0,18;0,54;-0,1;0,11;-0,2;28,32;Mov02;Mov02;0,9961;VERDADERO
10,35;-0,17;0,56;-0,09;0,1;-0,2;28,32;Mov02;Mov02;0,9961;VERDADERO
10,36;-0,15;0,56;-0,09;0,09;-0,2;28,31;Mov02;Mov02;0,9961;VERDADERO
10,37;-0,01;0,52;-0,11;0,04;-0,2;28,29;Mov02;Mov02;0,9961;VERDADERO
10,36;0,02;0,52;-0,1;0,03;-0,19;28,29;Mov02;Mov02;0,9961;VERDADERO
10,34;0,04;0,51;-0,1;0,02;-0,18;28,3;Mov02;Mov02;0,9961;VERDADERO
10,34;0,03;0,42;-0,1;-0,01;-0,16;28,31;Mov02;Mov02;0,9961;VERDADERO
10,35;0,05;0,41;-0,09;-0,01;-0,15;28,31;Mov02;Mov02;1;VERDADERO
10,33;0,05;0,43;-0,08;-0,01;-0,14;28,31;Mov02;Mov02;1;VERDADERO
10,42;0,14;0,46;-0,09;0,06;-0,15;28,32;Mov02;Mov02;1;VERDADERO
