Feature1;Feature2;Feature3;Feature4;Feature5;Feature6;Feature7;Clase Real;Clase Predicha;Resultado Inferencia;bool
9,21;-1,46;1,37;-0,12;-0,14;0,2;28,5;Mov03;Mov03;1;VERDADERO
9,26;-1,37;0,66;0,01;-0,28;0,13;28,49;Mov03;Mov03;1;VERDADERO
9,31;-1,34;0,56;0,02;-0,28;0,11;28,5;Mov03;Mov03;1;VERDADERO
9,31;-1,32;0,5;0,03;-0,28;0,1;28,49;Mov03;Mov03;1;VERDADERO
9,2;-1,39;0,41;0,06;-0,25;0,05;28,51;Mov03;Mov03;1;VERDADERO
9,2;-1,39;0,4;0,06;-0,25;0,03;28,51;Mov03;Mov03;1;VERDADERO
9,18;-1,37;0,36;0,07;-0,24;0,01;28,5;Mov03;Mov03;1;VERDADERO
8,96;-0,91;0,19;0,06;-0,19;-0,16;28,49;Mov03;Mov03;1;VERDADERO
8,99;-0,88;0,16;0,07;-0,19;-0,18;28,5;Mov03;Mov03;1;VERDADERO
9,02;-0,86;0,09;0,08;-0,19;-0,2;28,51;Mov03;Mov03;1;VERDADERO
9,11;-0,75;0,04;0,16;-0,18;-0,25;28,5;Mov03;Mov03;1;VERDADERO
9,1;-0,66;0,1;0,21;-0,19;-0,25;28,48;Mov03;Mov03;1;VERDADERO
9,07;-0,56;0,13;0,25;-0,21;-0,26;28,49;Mov03;Mov03;1;VERDADERO
9,38;0,09;0,01;0,3;-0,32;-0,36;28,48;Mov03;Mov03;1;VERDADERO
9,38;0,35;-0,09;0,28;-0,3;-0,37;28,46;Mov03;Mov03;1;VERDADERO
9,52;0,45;-0,12;0,26;-0,29;-0,35;28,48;Mov03;Mov03;1;VERDADERO
10,17;0,75;-0,33;0,15;-0,02;-0,34;28,51;Mov03;Mov03;1;VERDADERO
10,25;0,71;-0,29;0,14;0,01;-0,35;28,51;Mov03;Mov03;1;VERDADERO
10,31;0,71;-0,21;0,14;0,04;-0,36;28,5;Mov03;Mov03;1;VERDADERO
10,48;0,94;-0,19;0,16;0,1;-0,38;28,5;Mov03;Mov03;1;VERDADERO
10,51;1,07;-0,25;0,17;0,13;-0,38;28,51;Mov03;Mov03;1;VERDADERO
10,56;1,37;-0,23;0,16;0,19;-0,38;28,5;Mov03;Mov03;1;VERDADERO
10,74;1,66;0,27;0,02;0,43;-0,4;28,5;Mov03;Mov03;1;VERDADERO
10,76;1,66;0,32;0;0,45;-0,4;28,5;Mov03;Mov03;1;VERDADERO
10,74;1,7;0,37;-0,01;0,46;-0,4;28,5;Mov03;Mov03;1;VERDADERO
10,7;1,73;0,58;-0,05;0,53;-0,41;28,51;Mov03;Mov03;1;VERDADERO
10,7;1,71;0,61;-0,05;0,56;-0,39;28,51;Mov03;Mov03;1;VERDADERO
10,69;1,72;0,68;-0,06;0,58;-0,38;28,5;Mov03;Mov03;1;VERDADERO
10,48;1,33;1,21;-0,05;0,62;-0,19;28,5;Mov03;Mov03;1;VERDADERO
10,41;1,27;1,28;-0,05;0,6;-0,17;28,51;Mov03;Mov03;1;VERDADERO
10,34;1,25;1,32;-0,04;0,58;-0,15;28,5;Mov03;Mov03;1;VERDADERO
10,29;0,88;1,28;0,06;0,33;-0,18;28,5;Mov03;Mov03;1;VERDADERO
10,35;0,85;1,19;0,09;0,31;-0,17;28,51;Mov03;Mov03;1;VERDADERO
10,4;0,84;1,16;0,11;0,3;-0,15;28,52;Mov03;Mov03;1;VERDADERO
10,4;0,99;1,11;0,17;0,3;-0,09;28,53;Mov03;Mov03;1;VERDADERO
10,39;0,97;1,08;0,17;0,3;-0,08;28,53;Mov03;Mov03;1;VERDADERO
10,36;1;1,1;0,18;0,31;-0,07;28,53;Mov03;Mov03;1;VERDADERO
10,29;1,01;1,23;0,15;0,48;-0,13;28,5;Mov03;Mov03;1;VERDADERO
10,35;1,03;1,24;0,15;0,53;-0,16;28,5;Mov03;Mov03;1;VERDADERO
10,39;1,11;1,24;0,15;0,57;-0,17;28,49;Mov03;Mov03;1;VERDADERO
10,38;1,18;1,5;0,14;0,69;-0,15;28,51;Mov03;Mov03;1;VERDADERO
10,26;1,18;1,69;0,15;0,72;-0,12;28,51;Mov03;Mov03;1;VERDADERO
10,19;1,14;1,8;0,15;0,72;-0,11;28,51;Mov03;Mov03;1;VERDADERO
9,96;1,16;2,43;0,2;0,59;-0,14;28,51;Mov03;Mov03;1;VERDADERO
9,97;1,23;2,47;0,22;0,55;-0,13;28,51;Mov03;Mov03;1;VERDADERO
10;1,25;2,51;0,23;0,52;-0,12;28,5;Mov03;Mov03;1;VERDADERO
9,9;1,39;2,67;0,29;0,39;-0,08;28,51;Mov03;Mov03;1;VERDADERO
9,88;1,39;2,72;0,3;0,38;-0,07;28,52;Mov03;Mov03;1;VERDADERO
9,88;1,33;2,85;0,3;0,36;-0,07;28,5;Mov03;Mov03;1;VERDADERO
9,86;1,48;3,02;0,3;0,24;-0,07;28,49;Mov03;Mov03;1;VERDADERO
9,95;1,49;3,01;0,3;0,21;-0,08;28,49;Mov03;Mov03;1;VERDADERO
10,04;1,52;2,93;0,29;0,16;-0,08;28,51;Mov03;Mov03;1;VERDADERO
9,92;1,7;2,71;0,29;-0,01;0;28,5;Mov03;Mov03;1;VERDADERO
9,91;1,74;2,66;0,29;-0,03;0,02;28,51;Mov03;Mov03;1;VERDADERO
9,92;1,78;2,63;0,29;-0,06;0,03;28,51;Mov03;Mov03;1;VERDADERO
9,93;1,74;2,54;0,26;-0,06;0,03;28,48;Mov03;Mov03;1;VERDADERO
9,86;1,68;2,55;0,22;-0,05;0,01;28,49;Mov03;Mov03;0,8984;VERDADERO
9,81;1,66;2,53;0,19;-0,03;-0,01;28,5;Mov03;Mov03;0,8984;VERDADERO
9,42;1,39;2,62;0,08;0,04;-0,08;28,5;Mov03;Mov03;0,8984;VERDADERO
9,39;1,44;2,63;0,09;0,04;-0,07;28,49;Mov03;Mov03;0,8984;VERDADERO
9,43;1,46;2,65;0,09;0,03;-0,07;28,5;Mov03;Mov04;0,0352;FALSO
9,63;1,36;2,62;0,07;-0,15;-0,07;28,49;Mov03;Mov03;0,9609;VERDADERO
9,7;1,37;2,57;0,06;-0,18;-0,07;28,49;Mov03;Mov03;0,9609;VERDADERO
9,76;1,41;2,49;0,06;-0,19;-0,08;28,48;Mov03;Mov03;0,9609;VERDADERO
9,87;1,41;2,19;0,08;-0,19;-0,04;28,49;Mov03;Mov03;0,9609;VERDADERO
9,87;1,36;2,15;0,09;-0,18;0;28,5;Mov03;Mov03;0,9609;VERDADERO
9,8;1,32;2,17;0,11;-0,19;0,03;28,5;Mov03;Mov03;0,9609;VERDADERO
9,86;1,06;2,02;0,18;-0,32;0,14;28,5;Mov03;Mov03;0,9609;VERDADERO
9,86;0,98;1,93;0,19;-0,32;0,15;28,51;Mov03;Mov03;0,9609;VERDADERO
9,86;0,92;1,88;0,2;-0,32;0,16;28,5;Mov03;Mov03;0,9609;VERDADERO
9,73;0,85;1,85;0,23;-0,3;0,15;28,5;Mov03;Mov03;0,9961;VERDADERO
9,7;0,85;1,81;0,23;-0,29;0,12;28,51;Mov03;Mov03;0,9961;VERDADERO
9,72;0,91;1,77;0,23;-0,28;0,09;28,5;Mov03;Mov03;0,9961;VERDADERO
9,78;1,14;1,79;0,19;-0,14;0,04;28,49;Mov03;Mov03;0,9961;VERDADERO
9,79;1,11;1,8;0,2;-0,15;0,05;28,5;Mov03;Mov03;0,9961;VERDADERO
9,79;1,09;1,8;0,21;-0,16;0,06;28,5;Mov03;Mov03;1;VERDADERO
9,97;1,27;1,59;0,26;-0,28;0,11;28,5;Mov03;Mov03;1;VERDADERO
10,01;1,31;1,54;0,25;-0,26;0,11;28,51;Mov03;Mov03;1;VERDADERO
10,01;1,35;1,51;0,23;-0,25;0,11;28,5;Mov03;Mov03;1;VERDADERO
10,02;1,42;1,48;0,18;-0,16;0,11;28,49;Mov03;Mov03;1;VERDADERO
10;1,44;1,46;0,16;-0,13;0,1;28,5;Mov03;Mov03;1;VERDADERO
9,88;1,47;1,5;0,15;-0,08;0,09;28,5;Mov03;Mov03;1;VERDADERO
9,47;1,51;1,82;0,06;0,02;-0,03;28,51;Mov03;Mov03;1;VERDADERO
9,47;1,47;1,83;0,05;0,02;-0,06;28,5;Mov03;Mov03;1;VERDADERO
9,48;1,44;1,81;0,05;0,03;-0,08;28,5;Mov03;Mov03;1;VERDADERO
9,51;1,59;1,84;0,06;0,04;-0,16;28,5;Mov03;Mov03;1;VERDADERO
9,56;1,61;1,88;0,05;0,04;-0,17;28,49;Mov03;Mov03;1;VERDADERO
9,6;1,65;1,92;0,05;0,04;-0,18;28,49;Mov03;Mov03;1;VERDADERO
9,84;1,89;1,93;-0,07;-0,08;-0,23;28,49;Mov03;Mov03;1;VERDADERO
9,85;1,87;1,85;-0,08;-0,09;-0,23;28,51;Mov03;Mov03;1;VERDADERO
9,86;1,81;1,77;-0,08;-0,1;-0,23;28,51;Mov03;Mov03;1;VERDADERO
9,89;1,62;1,45;-0,05;-0,17;-0,16;28,51;Mov03;Mov03;1;VERDADERO
9,88;1,62;1,38;-0,04;-0,17;-0,15;28,51;Mov03;Mov03;1;VERDADERO
9,86;1,61;1,32;-0,04;-0,17;-0,14;28,51;Mov03;Mov03;1;VERDADERO
9,84;1,52;1,28;-0,04;-0,12;-0,12;28,48;Mov03;Mov03;1;VERDADERO
9,8;1,48;1,26;-0,05;-0,11;-0,12;28,49;Mov03;Mov03;1;VERDADERO
9,75;1,45;1,3;-0,05;-0,08;-0,12;28,51;Mov03;Mov03;1;VERDADERO
9,66;1,44;1,38;-0,1;0,02;-0,18;28,5;Mov03;Mov03;1;VERDADERO
9,67;1,46;1,36;-0,12;0,05;-0,19;28,51;Mov03;Mov03;1;VERDADERO
9,67;1,5;1,35;-0,13;0,08;-0,2;28,51;Mov03;Mov03;1;VERDADERO
9,67;1,49;1,42;-0,21;0,17;-0,23;28,49;Mov03;Mov03;1;VERDADERO
9,67;1,46;1,44;-0,24;0,2;-0,24;28,51;Mov03;Mov03;1;VERDADERO
9,65;1,48;1,46;-0,25;0,22;-0,24;28,51;Mov03;Mov03;1;VERDADERO
9,65;1,59;1,73;-0,23;0,16;-0,18;28,49;Mov03;Mov03;1;VERDADERO
9,67;1,59;1,76;-0,23;0,14;-0,18;28,48;Mov03;Mov03;1;VERDADERO
9,7;1,57;1,73;-0,23;0,12;-0,18;28,48;Mov03;Mov03;1;VERDADERO
9,39;1,38;2,03;-0,23;-0,04;-0,19;28,49;Mov03;Mov03;1;VERDADERO
9,42;1,41;1,98;-0,22;-0,09;-0,2;28,5;Mov03;Mov03;1;VERDADERO
9,44;1,45;1,94;-0,21;-0,13;-0,2;28,51;Mov03;Mov03;1;VERDADERO
9,64;1,76;1,82;-0,21;-0,21;-0,24;28,5;Mov03;Mov03;1;VERDADERO
9,68;1,81;1,76;-0,22;-0,22;-0,26;28,5;Mov03;Mov03;1;VERDADERO
9,76;1,82;1,67;-0,24;-0,22;-0,28;28,51;Mov03;Mov03;1;VERDADERO
9,83;1,25;1,6;-0,35;-0,13;-0,39;28,49;Mov03;Mov03;1;VERDADERO
9,82;1,3;1,66;-0,34;-0,14;-0,39;28,5;Mov03;Mov03;1;VERDADERO
9,86;1,41;1,72;-0,33;-0,16;-0,4;28,5;Mov03;Mov03;1;VERDADERO
10,14;1,72;1,69;-0,32;-0,27;-0,38;28,5;Mov03;Mov03;0,8142;VERDADERO
10,35;1,84;1,57;-0,34;-0,3;-0,37;28,49;Mov03;Mov03;0,8076;VERDADERO
10,42;1,9;1,5;-0,37;-0,29;-0,38;28,49;Mov03;Mov03;0,8519;VERDADERO
10,24;1,65;1,43;-0,59;-0,12;-0,4;28,5;Mov03;Mov03;0,7827;VERDADERO
10,19;1,59;1,42;-0,61;-0,1;-0,41;28,5;Mov03;Mov03;0,8925;VERDADERO
10,14;1,53;1,44;-0,62;-0,09;-0,42;28,5;Mov03;Mov03;0,868;VERDADERO
10,09;1,6;1,87;-0,52;-0,23;-0,36;28,49;Mov03;Mov03;0,9961;VERDADERO
10,1;1,68;1,75;-0,51;-0,25;-0,34;28,48;Mov03;Mov03;0,9961;VERDADERO
10,1;1,75;1,69;-0,52;-0,24;-0,34;28,49;Mov03;Mov03;0,9961;VERDADERO
10,06;1,95;1,54;-0,61;-0,15;-0,37;28,52;Mov03;Mov03;0,9961;VERDADERO
10,05;1,95;1,51;-0,63;-0,12;-0,38;28,52;Mov03;Mov03;1;VERDADERO
10,06;1,91;1,49;-0,66;-0,07;-0,4;28,52;Mov03;Mov03;1;VERDADERO
9,89;1,78;1,96;-0,56;0,01;-0,33;28,51;Mov03;Mov03;1;VERDADERO
9,96;1,88;1,97;-0,52;0;-0,33;28,5;Mov03;Mov03;1;VERDADERO
10,02;2,01;1,98;-0,49;-0,01;-0,34;28,5;Mov03;Mov03;1;VERDADERO
10,08;2,44;2,01;-0,4;-0,06;-0,37;28,52;Mov03;Mov03;1;VERDADERO
10,06;2,54;2,05;-0,38;-0,08;-0,38;28,51;Mov03;Mov03;1;VERDADERO
10,08;2,65;2,03;-0,37;-0,1;-0,39;28,52;Mov03;Mov03;1;VERDADERO
10,18;2,57;1,86;-0,27;-0,23;-0,3;28,5;Mov03;Mov03;1;VERDADERO
10,24;2,49;1,76;-0,25;-0,24;-0,27;28,51;Mov03;Mov03;1;VERDADERO
10,24;2,45;1,71;-0,23;-0,24;-0,25;28,51;Mov03;Mov03;1;VERDADERO
10,27;2,71;1,16;-0,24;0,04;-0,24;28,49;Mov03;Mov03;1;VERDADERO
10,29;2,72;1,22;-0,24;0,08;-0,22;28,49;Mov03;Mov03;1;VERDADERO
10,3;2,6;1,28;-0,23;0,13;-0,19;28,5;Mov03;Mov03;1;VERDADERO
10,02;2,23;1,37;-0,14;0,2;-0,1;28,51;Mov03;Mov03;1;VERDADERO
9,94;2,14;1,46;-0,11;0,2;-0,07;28,51;Mov03;Mov03;1;VERDADERO
9,83;2,01;1,62;-0,04;0,19;-0,03;28,53;Mov03;Mov03;1;VERDADERO
9,83;2,01;1,69;0,17;0,2;0,06;28,51;Mov03;Mov03;1;VERDADERO
9,82;2;1,71;0,16;0,25;0,06;28,5;Mov03;Mov03;1;VERDADERO
9,78;1,98;1,75;0,14;0,29;0,05;28,51;Mov03;Mov03;1;VERDADERO
9,59;1,8;2,04;0,05;0,43;0,01;28,51;Mov03;Mov03;1;VERDADERO
9,47;1,79;2,17;0,03;0,46;0;28,5;Mov03;Mov00;0,7539;FALSO
9,42;1,8;2,24;0,02;0,46;0;28,52;Mov03;Mov00;0,7539;FALSO
9,6;2,01;2,49;0,14;0,3;0,11;28,5;Mov03;Mov00;0,7539;FALSO
9,66;2,04;2,51;0,15;0,27;0,12;28,51;Mov03;Mov00;0,7539;FALSO
9,75;2,08;2,53;0,16;0,24;0,14;28,52;Mov03;Mov04;0,2461;FALSO
9,79;2;2,52;0,04;0,17;0,09;28,49;Mov03;Mov00;0,7539;FALSO
9,79;1,92;2,49;0,03;0,17;0,09;28,49;Mov03;Mov00;0,7539;FALSO
9,77;1,82;2,48;0,02;0,16;0,08;28,5;Mov03;Mov00;0,7539;FALSO
9,58;1,74;2,57;0,02;0,08;0,02;28,51;Mov03;Mov00;0,7539;FALSO
9,6;1,78;2,54;0,03;0,05;0,01;28,5;Mov03;Mov00;0,7539;FALSO
9,66;1,84;2,47;0,04;0;0;28,5;Mov03;Mov03;0,7634;VERDADERO
10,24;2,49;2,25;0,01;-0,01;0,13;28,51;Mov03;Mov03;0,8126;VERDADERO
10,3;2,48;2,25;-0,01;0;0,16;28,51;Mov03;Mov03;0,8819;VERDADERO
10,33;2,42;2,24;-0,02;0;0,2;28,52;Mov03;Mov03;0,8917;VERDADERO
10,29;2,06;2,3;-0,05;-0,06;0,25;28,51;Mov03;Mov03;0,8201;VERDADERO
10,26;1,87;2,24;-0,05;-0,08;0,25;28,49;Mov03;Mov00;0,7539;FALSO
10,25;1,77;2,17;-0,04;-0,11;0,24;28,5;Mov03;Mov00;0,7539;FALSO
10,39;2,15;1,71;0,05;-0,21;0,28;28,52;Mov03;Mov00;0,7539;FALSO
10,36;2,2;1,71;0,06;-0,2;0,31;28,53;Mov03;Mov00;0,7539;FALSO
10,32;2,19;1,74;0,07;-0,18;0,35;28,52;Mov03;Mov03;0,9023;VERDADERO
9,89;1,71;1,61;0,1;-0,02;0,51;28,51;Mov03;Mov03;0,9023;VERDADERO
9,83;1,59;1,6;0,11;0,01;0,51;28,49;Mov03;Mov03;0,9023;VERDADERO
9,76;1,52;1,64;0,12;0,03;0,5;28,49;Mov03;Mov03;0,9023;VERDADERO
9,55;1,62;1,87;0,17;0,06;0,44;28,52;Mov03;Mov03;0,9023;VERDADERO
9,55;1,76;1,87;0,19;0,07;0,43;28,51;Mov03;Mov03;0,9023;VERDADERO
9,6;1,99;1,89;0,2;0,07;0,44;28,5;Mov03;Mov03;0,9023;VERDADERO
9,6;1,65;1,57;0,19;0,07;0,67;28,5;Mov03;Mov03;0,9023;VERDADERO
9,49;1,43;1,52;0,19;0,09;0,67;28,5;Mov03;Mov03;0,9023;VERDADERO
9,4;1,29;1,53;0,2;0,1;0,67;28,5;Mov03;Mov03;0,9023;VERDADERO
9,07;0,93;1,65;0,24;0,11;0,6;28,5;Mov03;Mov04;0,2461;FALSO
8,99;0,89;1,61;0,27;0,09;0,57;28,52;Mov03;Mov00;0,7539;FALSO
8,99;0,92;1,61;0,29;0,08;0,56;28,52;Mov03;Mov00;0,7539;FALSO
9,29;1,16;1,56;0,43;0,02;0,53;28,52;Mov03;Mov00;0,7539;FALSO
9,31;1,12;1,7;0,44;0,02;0,52;28,52;Mov03;Mov00;0,7539;FALSO
9,34;1,07;1,8;0,46;0,02;0,52;28,52;Mov03;Mov00;0,7539;FALSO
9,92;1,44;2,49;0,42;-0,01;0,24;28,49;Mov03;Mov03;0,9648;VERDADERO
10,16;1,71;2,47;0,36;0,03;0,19;28,51;Mov03;Mov03;0,9648;VERDADERO
10,27;1,98;2,42;0,31;0,07;0,15;28,5;Mov03;Mov03;0,9648;VERDADERO
10,45;2,09;2,23;0,06;0,22;0,11;28,5;Mov03;Mov03;0,9648;VERDADERO
10,39;1,92;2,25;-0,01;0,26;0,14;28,52;Mov03;Mov03;1;VERDADERO
10,28;1,72;2,4;-0,06;0,27;0,19;28,51;Mov03;Mov03;1;VERDADERO
9,9;0,95;2,47;0,09;-0,22;0,27;28,5;Mov03;Mov03;1;VERDADERO
9,96;0,97;2,36;0,11;-0,28;0,24;28,52;Mov03;Mov03;1;VERDADERO
10;1,01;2,23;0,11;-0,31;0,22;28,52;Mov03;Mov03;1;VERDADERO
10,03;0,99;1,91;0,05;-0,3;0,17;28,52;Mov03;Mov03;1;VERDADERO
9,9;0,99;1,93;0;-0,27;0,15;28,51;Mov03;Mov03;0,9648;VERDADERO
9,84;1;1,96;-0,03;-0,26;0,14;28,51;Mov03;Mov03;0,9648;VERDADERO
9,46;0,62;1,97;-0,09;-0,13;0,07;28,5;Mov03;Mov03;0,9648;VERDADERO
9,41;0,49;1,97;-0,09;-0,1;0,04;28,5;Mov03;Mov03;0,9648;VERDADERO
9,4;0,42;1,98;-0,09;-0,07;0;28,51;Mov03;Mov03;0,9648;VERDADERO
9,57;0,98;2,28;-0,14;0,09;-0,21;28,49;Mov03;Mov03;0,9648;VERDADERO
9,65;0,86;2,32;-0,12;0,07;-0,19;28,49;Mov03;Mov03;0,9648;VERDADERO
9,74;0,76;2,3;-0,09;0,05;-0,16;28,49;Mov03;Mov03;0,9648;VERDADERO
9,91;0,6;2,44;0,01;-0,02;-0,11;28,51;Mov03;Mov03;0,9648;VERDADERO
10,08;0,71;2,46;0,03;-0,04;-0,11;28,51;Mov03;Mov03;0,9648;VERDADERO
10,31;0,89;2,37;0,04;-0,05;-0,13;28,5;Mov03;Mov03;0,9023;VERDADERO
10,68;1,72;2,09;-0,15;0,36;-0,05;28,51;Mov03;Mov03;0,9023;VERDADERO
10,53;1,47;2,09;-0,18;0,4;-0,02;28,49;Mov03;Mov03;0,9023;VERDADERO
10,36;1,25;2,12;-0,19;0,42;0,01;28,5;Mov03;Mov03;0,9023;VERDADERO
9,8;0,67;2,3;-0,12;0,31;0,08;28,51;Mov03;Mov03;0,9023;VERDADERO
9,68;0,62;2,25;-0,05;0,2;0,08;28,53;Mov03;Mov03;0,842;VERDADERO
9,66;0,64;2,22;-0,01;0,15;0,06;28,52;Mov03;Mov03;0,7751;VERDADERO
10,4;1,17;1,83;0,08;0,25;0;28,5;Mov03;Mov03;0,8987;VERDADERO
10,29;1,07;1,92;0,06;0,31;0,02;28,49;Mov03;Mov03;0,7848;VERDADERO
10,17;0,97;2,03;0,03;0,35;0,05;28,49;Mov03;Mov03;0,8914;VERDADERO
9,43;0,59;3,07;0,1;0,04;-0,01;28,51;Mov03;Mov03;0,9648;VERDADERO
9,52;0,76;3,12;0,11;-0,02;-0,03;28,51;Mov03;Mov03;0,9648;VERDADERO
9,61;0,91;3,1;0,11;-0,06;-0,05;28,52;Mov03;Mov03;0,9648;VERDADERO
9,88;1,1;2,96;0,01;-0,11;-0,08;28,51;Mov03;Mov03;0,9648;VERDADERO
9,89;1,05;2,91;-0,02;-0,1;-0,08;28,52;Mov03;Mov03;0,9648;VERDADERO
9,81;0,99;2,84;-0,05;-0,1;-0,07;28,52;Mov03;Mov03;0,9648;VERDADERO
9,44;0,54;2,73;-0,02;-0,41;-0,01;28,52;Mov03;Mov03;0,9648;VERDADERO
9,55;0,59;2,59;-0,02;-0,43;-0,03;28,52;Mov03;Mov03;0,9648;VERDADERO
9,7;0,67;2,46;-0,03;-0,44;-0,05;28,51;Mov03;Mov03;0,9648;VERDADERO
10,35;1,18;1,84;-0,14;-0,27;-0,13;28,51;Mov03;Mov04;0,0352;FALSO
10,38;1,35;1,68;-0,21;-0,14;-0,13;28,51;Mov03;Mov03;0,9648;VERDADERO
10,31;1,39;1,64;-0,26;-0,04;-0,12;28,51;Mov03;Mov03;0,9648;VERDADERO
9,96;0,9;1,79;-0,11;0,12;0,06;28,51;Mov03;Mov03;0,9648;VERDADERO
10,02;0,86;1,88;-0,07;0,13;0,07;28,51;Mov03;Mov03;0,9648;VERDADERO
10,1;0,85;1,98;-0,05;0,15;0,08;28,53;Mov03;Mov03;1;VERDADERO
10;1,22;2,51;-0,19;0,42;-0,03;28,5;Mov03;Mov03;1;VERDADERO
9,95;1,21;2,55;-0,21;0,44;-0,04;28,5;Mov03;Mov03;1;VERDADERO
9,88;1,15;2,66;-0,22;0,44;-0,04;28,52;Mov03;Mov03;1;VERDADERO
9,61;0,98;2,98;-0,2;0,35;0;28,52;Mov03;Mov03;1;VERDADERO
9,55;0,88;2,98;-0,19;0,31;0,01;28,51;Mov03;Mov03;1;VERDADERO
9,57;0,78;2,99;-0,19;0,23;0,02;28,49;Mov03;Mov03;1;VERDADERO
9,92;0,62;2,43;-0,25;0,13;-0,02;28,52;Mov03;Mov03;1;VERDADERO
9,92;0,56;2,4;-0,24;0,14;-0,02;28,52;Mov03;Mov03;1;VERDADERO
9,9;0,5;2,38;-0,23;0,14;-0,02;28,53;Mov03;Mov03;1;VERDADERO
9,8;0,6;2,4;-0,18;0,1;-0,06;28,52;Mov03;Mov03;1;VERDADERO
9,82;0,78;2,44;-0,16;0,07;-0,06;28,52;Mov03;Mov03;1;VERDADERO
9,81;0,9;2,38;-0,14;0,05;-0,05;28,51;Mov03;Mov03;1;VERDADERO
9,57;0,81;1,91;-0,28;0,32;0,01;28,5;Mov03;Mov03;1;VERDADERO
9,46;0,65;1,93;-0,3;0,35;0,01;28,5;Mov03;Mov03;1;VERDADERO
9,31;0,49;2,03;-0,29;0,37;0,01;28,51;Mov03;Mov03;1;VERDADERO
9,08;0,59;2,03;-0,09;0,2;-0,02;28,52;Mov03;Mov03;1;VERDADERO
9,08;0,6;1,98;-0,07;0,19;-0,03;28,52;Mov03;Mov03;1;VERDADERO
9,07;0,63;1,96;-0,05;0,18;-0,03;28,52;Mov03;Mov03;1;VERDADERO
8,94;0,82;2;0;0,16;-0,03;28,51;Mov03;Mov03;1;VERDADERO
8,89;0,89;2,03;0,01;0,15;-0,03;28,5;Mov03;Mov03;1;VERDADERO
8,82;0,95;2,02;0,02;0,13;-0,02;28,5;Mov03;Mov03;1;VERDADERO
8,58;0,49;2,53;0,11;0,03;-0,08;28,52;Mov03;Mov03;1;VERDADERO
8,59;0,51;2,67;0,13;-0,01;-0,1;28,52;Mov03;Mov03;1;VERDADERO
8,65;0,57;2,79;0,15;-0,05;-0,12;28,51;Mov03;Mov03;1;VERDADERO
9,25;1,19;2,86;0,15;-0,23;-0,21;28,53;Mov03;Mov03;1;VERDADERO
9,55;1,44;2,57;0,12;-0,26;-0,21;28,52;Mov03;Mov03;1;VERDADERO
9,75;1,59;2,29;0,08;-0,24;-0,2;28,52;Mov03;Mov03;1;VERDADERO
10;1,62;2,32;-0,06;0,03;-0,09;28,51;Mov03;Mov03;1;VERDADERO
9,99;1,61;2,39;-0,06;0,06;-0,09;28,52;Mov03;Mov03;1;VERDADERO
9,92;1,67;2,47;-0,06;0,08;-0,09;28,51;Mov03;Mov03;1;VERDADERO
9,93;1,47;2,27;-0,06;0,09;-0,04;28,5;Mov03;Mov03;1;VERDADERO
9,86;1,25;2,29;-0,05;0,07;-0,02;28,51;Mov03;Mov03;1;VERDADERO
9,76;1,08;2,28;-0,02;0,05;-0,01;28,53;Mov03;Mov03;1;VERDADERO
9,55;0,99;2,39;0,06;-0,07;-0,04;28,52;Mov03;Mov03;1;VERDADERO
9,56;1,02;2,45;0,08;-0,11;-0,06;28,52;Mov03;Mov03;1;VERDADERO
9,59;1,12;2,58;0,12;-0,18;-0,09;28,51;Mov03;Mov03;1;VERDADERO
10,31;1,55;1,68;0,1;-0,34;-0,04;28,5;Mov03;Mov03;1;VERDADERO
10,26;1,51;1,65;0,09;-0,28;-0,02;28,5;Mov03;Mov03;1;VERDADERO
10,11;1,46;1,74;0,09;-0,21;0;28,49;Mov03;Mov03;1;VERDADERO
9,63;1,21;2,03;0,13;-0,1;0,03;28,5;Mov03;Mov03;1;VERDADERO
9,5;1,2;2,23;0,15;-0,06;0,03;28,51;Mov03;Mov03;1;VERDADERO
9,46;1,22;2,41;0,16;-0,04;0,02;28,52;Mov03;Mov03;1;VERDADERO
9,68;1,59;2,68;-0,03;0,01;-0,11;28,51;Mov03;Mov03;1;VERDADERO
9,72;1,6;2,61;-0,05;0,02;-0,11;28,51;Mov03;Mov03;1;VERDADERO
9,79;1,59;2,53;-0,07;0,02;-0,11;28,49;Mov03;Mov03;1;VERDADERO
10,02;0,98;3,07;0,01;-0,1;-0,01;28,5;Mov03;Mov03;1;VERDADERO
10,06;1,02;3,13;-0,01;-0,13;-0,03;28,51;Mov03;Mov03;1;VERDADERO
10,08;1,1;3,1;-0,03;-0,15;-0,04;28,52;Mov03;Mov03;1;VERDADERO
10,26;1,34;2,57;-0,12;-0,18;-0,08;28,51;Mov03;Mov03;1;VERDADERO
10,29;1,43;2,37;-0,15;-0,15;-0,08;28,52;Mov03;Mov03;1;VERDADERO
10,26;1,46;2,17;-0,18;-0,12;-0,07;28,5;Mov03;Mov03;1;VERDADERO
9,77;1,18;2,01;-0,07;0,1;0;28,53;Mov03;Mov03;1;VERDADERO
9,78;1,09;2,07;-0,05;0,13;0;28,51;Mov03;Mov03;1;VERDADERO
9,79;1,03;2,13;-0,04;0,15;-0,01;28,52;Mov03;Mov03;1;VERDADERO
9,82;1,03;2,42;-0,02;0,19;-0,03;28,5;Mov03;Mov03;1;VERDADERO
9,87;1,01;2,53;-0,02;0,19;-0,05;28,49;Mov03;Mov03;1;VERDADERO
